time_us,q0,q1,q2,q3,wx,wy,wz,motor1,motor2,motor3,motor4
99845046,-0.9974297095285075,-0.039873938900838686,-0.030608864732788288,0.05106016986046193,0.016566390171647072,0.0175123643130064,0.06753771752119064,1000.0,1000.0,1000.0,1000.0
99945006,-0.9973808148831522,-0.04052774331336827,-0.03125259815537265,0.05111053935817751,0.022645844146609306,0.016114089637994766,0.06919163465499878,1000.0,1000.0,1000.0,1000.0
100044966,-0.9973276297233297,-0.041267200435707044,-0.03189021493527786,0.05116279263318358,0.022347571328282356,0.015396025963127613,0.06685525923967361,1000.0,1000.0,1000.0,1000.0
100144926,-0.9972765079955535,-0.041973009297979993,-0.03248316150854459,0.051212081670991165,0.015580054372549057,0.014330989681184292,0.07031336426734924,1000.0,1000.0,1000.0,1000.0
100244886,-0.9972123721006545,-0.04280932833783819,-0.03325547644868994,0.051272991163182624,0.019434014335274696,0.01826597936451435,0.06469540297985077,1000.0,1000.0,1000.0,1000.0
100344846,-0.99714886401418,-0.04365350810642693,-0.033962043927017384,0.05133316469429756,0.01859741099178791,0.014602810144424438,0.06986550241708755,1000.0,1000.0,1000.0,1000.0
100444806,-0.9970844963618136,-0.04439178480797827,-0.03479218656072904,0.05139436069058604,0.018776528537273407,0.015942661091685295,0.07075899839401245,1000.0,1000.0,1000.0,1000.0
100544766,-0.997020150207254,-0.045222549617687194,-0.03546793066728801,0.05145645713572853,0.02259671315550804,0.02135595865547657,0.06577068567276001,1000.0,1000.0,1000.0,1000.0
100644726,-0.996946981251408,-0.04609629261019028,-0.03628528203307468,0.051528891789757544,0.02224244922399521,0.016414571553468704,0.06799650937318802,1002.0,1002.0,1002.0,1002.0
100745519,-0.9968759086500025,-0.046899366224795236,-0.03710040407601128,0.05159876179077381,0.02276858687400818,0.016356507316231728,0.06878402829170227,1033.0,1033.0,1033.0,1033.0
100845479,-0.9968025415002357,-0.04775638271060776,-0.03786758526583307,0.051672692548422425,0.0186463613063097,0.01413519587367773,0.06314747035503387,1063.0,1063.0,1063.0,1063.0
100945439,-0.9967304419867813,-0.04863331380777872,-0.038548774101947354,0.05174184786173308,0.019779793918132782,0.012793203815817833,0.06993161141872406,1093.0,1093.0,1093.0,1093.0
101045399,-0.99665494788232,-0.0494382905614893,-0.039369429725186894,0.05181523223108574,0.020681465044617653,0.021739536896348,0.06491249054670334,1100.0,1100.0,1100.0,1100.0
101145359,-0.9965714368681245,-0.050321887478819605,-0.040246438076599764,0.05189704308837897,0.023509982973337173,0.02239990420639515,0.06836233288049698,1100.0,1100.0,1100.0,1100.0
101245319,-0.9964935966213673,-0.05117029259581523,-0.04099781436978156,0.05197395756695272,0.01886303350329399,0.01808018423616886,0.06741935014724731,1100.0,1100.0,1100.0,1100.0
101345279,-0.996404549613482,-0.05211988103869332,-0.04184380506373903,0.0520633026982955,0.01891910843551159,0.01954171061515808,0.06404004991054535,1100.0,1100.0,1100.0,1100.0
101445239,-0.9963066970344284,-0.0532112957594284,-0.04267576650556969,0.052156518299369646,0.026583028957247734,0.016401637345552444,0.06970397382974625,1100.0,1100.0,1100.0,1100.0
101545199,-0.9962249914464959,-0.05404757653260495,-0.04342752150148508,0.05223673290529774,0.020781362429261208,0.017205139622092247,0.06681685149669647,1100.0,1100.0,1100.0,1100.0
101645159,-0.9961304054984679,-0.054933773145030854,-0.0443639191477465,0.0523291361228194,0.018537746742367744,0.018519936129450798,0.06525920331478119,1100.0,1100.0,1100.0,1100.0
101745119,-0.9960316238163894,-0.05595655133429702,-0.04518285254969698,0.05242498026638759,0.025479739531874657,0.014634566381573677,0.06587379425764084,1100.0,1100.0,1100.0,1100.0
101845079,-0.9959367402751556,-0.056890547748463534,-0.04599225223199529,0.05251845086829664,0.01987297460436821,0.01762310042977333,0.06370792537927628,1100.0,1100.0,1100.0,1100.0
101945039,-0.9958462194043292,-0.057720855109288066,-0.046809294045396264,0.05260703540905072,0.0228921789675951,0.01697934977710247,0.06806488335132599,1100.0,1100.0,1100.0,1100.0
102044999,-0.9957531125805776,-0.05862693687176833,-0.04755854048886532,0.0526954104803643,0.019017180427908897,0.01817614585161209,0.06881237775087357,1100.0,1100.0,1100.0,1100.0
102144959,-0.9956482100206443,-0.059583327123431104,-0.048445011683709266,0.05279725233906036,0.020112784579396248,0.01869169808924198,0.06784604489803314,1100.0,1100.0,1100.0,1100.0
102244919,-0.9955402172889359,-0.0605582280868064,-0.04933143295598916,0.052903558422787975,0.02238161489367485,0.017989369109272957,0.06622883677482605,1100.0,1100.0,1100.0,1100.0
102344879,-0.9954194762324636,-0.061577357869035745,-0.050369311045555566,0.05302101319055185,0.02195059321820736,0.02001621574163437,0.06516167521476746,1100.0,1100.0,1100.0,1100.0
102444839,-0.9953088772058648,-0.062499379224709134,-0.051297040977010565,0.05312890116245348,0.026332225650548935,0.024586591869592667,0.06657227873802185,1100.0,1100.0,1100.0,1100.0
102544799,-0.9952002600390815,-0.06341854385047135,-0.052159660651573875,0.05323439221727789,0.020153038203716278,0.017627937719225883,0.0696806088089943,1100.0,1100.0,1100.0,1100.0
102644759,-0.9950856580663854,-0.06441212202402789,-0.053007337723892996,0.05334635689881434,0.021962199360132217,0.01980450004339218,0.06564010679721832,1100.0,1100.0,1100.0,1100.0
102744719,-0.9949641576413605,-0.06542981614208729,-0.053915337217653694,0.05346401202058569,0.02601720206439495,0.01896251179277897,0.07085345685482025,1100.0,1100.0,1100.0,1100.0
